FirstName,LastName,Title_bucketed,DepartmentType,Attrition_Probability,Risk_Label,Primary_Risk_Factor,tenure_years_at_survey,days_since_training,Satisfaction Score
Shelby,Frazier,Production Technician I,Production       ,0.0425,Normal,High Risk Role (Production),0.0,0,5
Lindsay,Becker,Production Technician I,Production       ,0.04,Normal,"High Risk Role (Production), Training Failed",1.3032169746748803,0,4
Reyna,Good,Production Technician I,Production       ,0.225,High Risk,"High Risk Role (Production), Low Satisfaction",0.36413415468856947,0,2
Nathalie,Rivera,Production Technician Ii,Production       ,0.14,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.0691307323750854,0,2
Saniyah,Schroeder,Production Technician Ii,Production       ,0.06,Normal,High Risk Role (Production),1.4921286789869952,130,4
Waylon,Pennington,Production Technician Ii,Production       ,0.065,Normal,High Risk Role (Production),0.8569472963723477,0,3
Kobe,Crosby,Production Technician I,Production       ,0.03,Normal,High Risk Role (Production),0.28199863107460643,0,3
Alena,Bonilla,Production Technician I,Production       ,0.0225,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.383983572895277,0,5
Baron,Luna,Production Technician I,Production       ,0.065,Normal,High Risk Role (Production),1.6563997262149213,87,4
Giselle,Butler,Production Technician I,Production       ,0.215,High Risk,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",4.117727583846681,0,4
Sophie,Horne,Production Technician I,Production       ,0.065,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.079397672826831,217,3
Jabari,Guerrero,Production Technician I,Production       ,0.07,Normal,"High Risk Role (Production), Low Satisfaction",0.6844626967830253,0,2
Ahmed,Montgomery,Production Technician I,Production       ,0.05,Normal,"High Risk Role (Production), Low Satisfaction",0.29021218343600275,0,2
Esther,Spears,Production Technician I,Production       ,0.0775,Normal,High Risk Role (Production),1.1225188227241616,135,3
Darian,Wall,Production Technician I,Production       ,0.0675,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.2142368240930868,212,5
Kaleb,Cole,Production Technician I,Production       ,0.1825,Normal,High Risk Role (Production),1.8672142368240932,0,4
Anthony,Terrell,Production Technician I,Production       ,0.08,Normal,"High Risk Role (Production), Training Failed",1.1225188227241616,199,3
William,Douglas,Production Technician I,Production       ,0.065,Normal,High Risk Role (Production),2.7433264887063653,0,5
Saniya,Buck,Production Technician Ii,Production       ,0.0875,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.42984257357974,0,3
Kristopher,Owen,Production Technician Ii,Production       ,0.0525,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.3210130047912387,253,3
Hadley,Tapia,Production Technician Ii,Production       ,0.0825,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",0.4134154688569473,3,1
Lillie,Bush,Production Technician Ii,Production       ,0.0775,Normal,High Risk Role (Production),0.0,36,5
Lamont,Cook,Production Technician Ii,Production       ,0.0825,Normal,"High Risk Role (Production), Low Satisfaction",0.0,0,1
Danna,Rollins,Production Technician Ii,Production       ,0.19,Normal,High Risk Role (Production),0.8076659822039699,0,4
Shaun,Velazquez,Production Technician I,Production       ,0.075,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.117727583846681,8,5
Kolton,Duarte,Production Technician I,Production       ,0.0825,Normal,High Risk Role (Production),2.54072553045859,150,4
Jonas,Braun,Production Technician I,Production       ,0.04,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.2361396303901437,66,2
Meadow,Howe,Production Technician I,Production       ,0.1525,Normal,"High Risk Role (Production), Low Satisfaction",0.3915126625598905,273,1
Sarahi,Raymond,Production Technician I,Production       ,0.045,Normal,High Risk Role (Production),2.8802190280629705,153,5
Taylor,Wiggins,Production Technician I,Production       ,0.04,Normal,High Risk Role (Production),2.00684462696783,0,5
Ezra,Zhang,Production Technician I,Production       ,0.1025,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",0.08761122518822724,50,1
Sonia,Chung,Production Technician I,Production       ,0.0725,Normal,"High Risk Role (Production), Low Satisfaction",1.0239561943874058,142,2
Bryce,Mills,Production Technician I,Production       ,0.0875,Normal,High Risk Role (Production),1.8453114305270362,0,4
Wade,Wiggins,Production Technician I,Production       ,0.08,Normal,High Risk Role (Production),0.676249144421629,69,4
Selina,Gonzalez,Production Technician I,Production       ,0.055,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.02258726899384,0,2
Tyree,Parsons,Production Technician I,Production       ,0.0825,Normal,High Risk Role (Production),1.0896646132785763,0,5
Adrian,Murray,Production Technician I,Production       ,0.19,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.8329911019849416,24,4
Erica,French,Production Technician Ii,Production       ,0.2425,High Risk,"High Risk Role (Production), Mid-Tenure Risk",3.0718685831622174,7,5
Megan,Huang,Production Technician I,Production       ,0.0675,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.4250513347022586,0,2
Callum,Blair,Production Technician I,Production       ,0.0425,Normal,High Risk Role (Production),0.0,0,5
Kenya,Decker,Production Technician I,Production       ,0.045,Normal,"High Risk Role (Production), Low Satisfaction",1.404517453798768,0,2
Tyrese,Sloan,Production Technician I,Production       ,0.055,Normal,"High Risk Role (Production), Low Satisfaction",2.74880219028063,166,1
Giana,Roach,Production Technician I,Production       ,0.06,Normal,"High Risk Role (Production), Training Failed",0.32854209445585214,254,4
Teagan,Swanson,Production Technician I,Production       ,0.125,Normal,"High Risk Role (Production), Training Failed",0.0,0,5
Jerome,Fischer,Production Technician I,Production       ,0.0125,Normal,High Risk Role (Production),0.0,0,5
Grayson,Preston,Production Technician I,Production       ,0.0575,Normal,High Risk Role (Production),2.729637234770705,0,4
Turner,Bradley,Production Technician I,Production       ,0.0425,Normal,"High Risk Role (Production), Low Satisfaction",0.10951403148528405,0,2
Elvis,Daniels,Production Technician I,Production       ,0.02,Normal,"High Risk Role (Production), Training Failed",0.04380561259411362,0,5
Rose,Travis,Production Technician I,Production       ,0.0225,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",0.0,0,1
Frank,Williams,Production Technician I,Production       ,0.0875,Normal,High Risk Role (Production),0.0,0,3
Yurem,Donovan,Production Technician I,Production       ,0.09,Normal,"High Risk Role (Production), Training Failed",0.432580424366872,0,3
John,Smith,Sales Manager,Sales,0.095,Normal,"Mid-Tenure Risk, Training Failed",3.0663928815879533,0,5
Lynn,Daneault,Sales Manager,Sales,0.0325,Normal,Mid-Tenure Risk,4.210814510609172,219,4
Jordin,Lozano,Production Technician Ii,Sales,0.075,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",4.292950034223135,216,1
Ronald,Gross,Production Technician Ii,Sales,0.2425,High Risk,"High Risk Role (Production), Training Failed",0.0,51,3
Madalynn,Yates,Production Technician Ii,Sales,0.12,Normal,High Risk Role (Production),2.4804928131416837,22,4
Angelina,Peck,Production Technician Ii,Sales,0.045,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.0191649555099245,229,5
Dario,Shaw,Production Technician Ii,Sales,0.0575,Normal,"High Risk Role (Production), Training Failed",0.0,0,4
Deven,Frazier,Production Technician Ii,Sales,0.1,Normal,"High Risk Role (Production), Training Failed",1.6153319644079398,0,5
Alessandro,Chavez,Production Technician Ii,Sales,0.2125,High Risk,High Risk Role (Production),2.5845311430527036,47,4
Giovanni,Whitaker,Production Technician Ii,Sales,0.075,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.457905544147844,128,5
Karen,Goodman,Sales Manager,Sales,0.0625,Normal,Training Failed,2.7761806981519506,226,3
Ashlynn,Duffy,Sales Manager,Sales,0.0575,Normal,,2.7707049965776864,0,3
Kristin,Mccarty,Sales Manager,Sales,0.08,Normal,Mid-Tenure Risk,3.0636550308008212,96,5
Barbara,Sutwell,Production Technician I,Production       ,0.0725,Normal,High Risk Role (Production),0.0027378507871321013,237,5
Ludwick,Harrell,Production Technician I,Production       ,0.065,Normal,High Risk Role (Production),1.8781656399726214,0,3
Courtney,Beatrice,Production Technician I,Production       ,0.075,Normal,High Risk Role (Production),1.6919917864476386,0,5
Lin,Chan,Production Technician I,Production       ,0.0325,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.2553045859000687,0,2
Kamrin,Sander,Production Technician I,Production       ,0.04,Normal,High Risk Role (Production),0.7611225188227242,113,3
Thomas,Rhoads,Production Technician I,Production       ,0.0825,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.175222450376454,0,4
Megan,Faller,Production Technician Ii,Production       ,0.0575,Normal,High Risk Role (Production),0.0,0,4
Julissa,Hunts,Production Technician Ii,Production       ,0.0825,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",0.9774127310061602,122,1
Kristie,Nowlan,Production Technician Ii,Production       ,0.0975,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",3.4140999315537304,0,3
Dawn,Motlagh,Production Technician I,Production       ,0.1025,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",4.076659822039699,0,2
Theresa,Wallace,Production Technician I,Production       ,0.1125,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.3210130047912387,32,4
Trina,Alagbe,Production Technician I,Production       ,0.0925,Normal,"High Risk Role (Production), Training Failed",0.8733744010951403,0,4
Joe,Smith,Production Technician Ii,Production       ,0.0475,Normal,"High Risk Role (Production), Low Satisfaction",1.2758384668035592,0,2
Lisa,Lunquist,Production Technician Ii,Production       ,0.0675,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",2.7926078028747434,0,2
Jene'ya,Darson,Production Technician I,Production       ,0.075,Normal,"High Risk Role (Production), Low Satisfaction",1.7604380561259412,101,1
Hunter,Cannon,Production Technician I,Production       ,0.0475,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",3.9425051334702257,12,4
Jon,Lynn,Production Technician I,Production       ,0.08,Normal,High Risk Role (Production),2.2888432580424367,160,5
Liam,Snow,Production Technician I,Production       ,0.085,Normal,"High Risk Role (Production), Training Failed",0.8076659822039699,59,4
Arianna,Horton,Production Technician I,Production       ,0.09,Normal,"High Risk Role (Production), Training Failed",1.514031485284052,53,4
Ayanna,Short,Production Technician I,Production       ,0.02,Normal,High Risk Role (Production),1.9548254620123204,225,4
Steve,Charles,Production Technician I,Production       ,0.115,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.607802874743326,146,5
Ricardo,Bruce,Production Technician I,Production       ,0.105,Normal,"High Risk Role (Production), Training Failed",2.42299794661191,0,5
Laura,Gutierrez,Production Technician I,Production       ,0.06,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",2.1190965092402463,0,2
Braxton,Rojas,Production Technician I,Production       ,0.0375,Normal,High Risk Role (Production),0.0,157,5
Sage,Mercer,Production Technician I,Production       ,0.03,Normal,"High Risk Role (Production), Training Failed",0.09034907597535935,0,4
Chase,Horn,Production Technician I,Production       ,0.0525,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed, Low Satisfaction",4.687200547570157,21,1
Juliana,Dyer,Production Technician I,Production       ,0.1175,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.216290212183436,0,3
Alec,Stephens,Production Technician Ii,Production       ,0.075,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.186858316221766,151,2
Adriana,Weber,Production Technician Ii,Production       ,0.07,Normal,"High Risk Role (Production), Low Satisfaction",2.291581108829569,0,1
Lola,Hensley,Production Technician Ii,Production       ,0.0825,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed, Low Satisfaction",3.6084873374401094,2,1
Shamar,Delgado,Production Technician Ii,Production       ,0.045,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",3.7180013689253935,148,3
Emmanuel,Huang,Production Technician Ii,Production       ,0.0625,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",2.1492128678986995,0,2
Brenna,Decker,Production Technician Ii,Production       ,0.0525,Normal,High Risk Role (Production),0.2600958247775496,0,5
Averie,Wolfe,Production Technician Ii,Production       ,0.2275,High Risk,High Risk Role (Production),0.34770704996577684,243,3
Gaige,Marsh,Production Technician Ii,Production       ,0.065,Normal,"High Risk Role (Production), Training Failed",1.7686516084873374,228,5
Karli,Ross,Production Technician Ii,Production       ,0.1125,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",3.9671457905544147,0,3
Amiyah,Beasley,Production Technician Ii,Production       ,0.05,Normal,High Risk Role (Production),0.45722108145106094,0,4
Kayla,Gibbs,Production Technician Ii,Production       ,0.045,Normal,"High Risk Role (Production), Low Satisfaction",1.73305954825462,65,2
Jocelyn,Jackson,Production Technician I,Production       ,0.06,Normal,High Risk Role (Production),0.4517453798767967,0,3
Adyson,Esparza,Production Technician I,Production       ,0.055,Normal,High Risk Role (Production),2.026009582477755,67,3
Laci,Baird,Production Technician I,Production       ,0.075,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.871321013004791,0,1
Samson,Meza,Production Technician I,Production       ,0.01,Normal,High Risk Role (Production),1.0869267624914443,0,5
Deacon,Bass,Production Technician I,Production       ,0.2025,Normal,"High Risk Role (Production), Low Satisfaction",2.614647501711157,150,1
Kaila,Johnston,Production Technician I,Production       ,0.0575,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.671457905544148,144,2
Cayden,Maynard,Production Technician I,Production       ,0.05,Normal,"High Risk Role (Production), Low Satisfaction",1.2785763175906912,38,2
Araceli,Mcguire,Production Technician I,Production       ,0.0925,Normal,High Risk Role (Production),0.03559206023271732,179,4
Naomi,Hardin,Production Technician I,Production       ,0.0375,Normal,"High Risk Role (Production), Low Satisfaction",0.5694729637234771,0,2
Darnell,Eaton,Production Technician I,Production       ,0.255,High Risk,"High Risk Role (Production), Mid-Tenure Risk",3.5017111567419574,311,3
Zariah,Ritter,Production Technician I,Production       ,0.1625,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",3.6659822039698837,14,5
Malaki,Richards,Production Technician Ii,Production       ,0.0825,Normal,High Risk Role (Production),0.4024640657084189,0,5
Markus,Robles,Production Technician Ii,Production       ,0.0875,Normal,High Risk Role (Production),0.0,0,3
Angela,Kaufman,Production Technician Ii,Production       ,0.265,High Risk,High Risk Role (Production),2.1437371663244353,260,3
Shaniya,Wolfe,Production Technician Ii,Production       ,0.0775,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.6057494866529773,220,5
Anya,Morton,Production Technician Ii,Production       ,0.0725,Normal,"High Risk Role (Production), Low Satisfaction",0.6461327857631759,71,2
Emery,Peck,Production Technician Ii,Production       ,0.09,Normal,"High Risk Role (Production), Low Satisfaction",0.9856262833675564,166,1
Angelique,Mathis,Production Technician Ii,Production       ,0.075,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",1.5578370978781657,102,1
Marlee,Woods,Production Technician Ii,Production       ,0.05,Normal,High Risk Role (Production),0.0,0,3
Jocelyn,Valentine,Production Technician Ii,Production       ,0.235,High Risk,"High Risk Role (Production), Mid-Tenure Risk",3.468856947296372,33,3
Sophie,Moran,Production Technician Ii,Production       ,0.0625,Normal,High Risk Role (Production),0.6954140999315537,0,4
Yair,Snyder,Production Technician Ii,Production       ,0.0725,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",1.3032169746748803,0,1
Shamar,Herman,Production Technician Ii,Production       ,0.0725,Normal,"High Risk Role (Production), Low Satisfaction",2.2532511978097194,105,2
Ishaan,Schaefer,Production Technician I,Production       ,0.06,Normal,High Risk Role (Production),0.0,226,4
Liam,Figueroa,Production Technician I,Production       ,0.06,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",4.0657084188911705,311,1
Marilyn,Moss,Production Technician I,Production       ,0.1225,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.058179329226557,0,5
Yuliana,Nelson,Production Technician I,Production       ,0.0625,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.9479808350444903,0,1
August,Wiley,Production Technician I,Production       ,0.0525,Normal,"High Risk Role (Production), Training Failed",0.971937029431896,0,3
Lindsay,Pennington,Production Technician I,Production       ,0.0325,Normal,"High Risk Role (Production), Low Satisfaction",1.2101300479123889,223,2
Nico,Villarreal,Production Technician I,Production       ,0.0525,Normal,"High Risk Role (Production), Low Satisfaction",0.4134154688569473,0,1
Jaliyah,Conway,Production Technician I,Production       ,0.045,Normal,High Risk Role (Production),1.429158110882957,10,4
Raymond,Gillespie,Production Technician I,Production       ,0.0525,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",2.598220396988364,0,2
Joey,Montes,Production Technician I,Production       ,0.02,Normal,High Risk Role (Production),0.7255304585900069,175,3
Ian,Hester,Production Technician I,Production       ,0.0475,Normal,"High Risk Role (Production), Training Failed",2.0506502395619437,0,5
Weston,Rios,Production Technician I,Production       ,0.04,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.462696783025325,189,3
Carson,Pennington,Production Technician I,Production       ,0.0525,Normal,"High Risk Role (Production), Low Satisfaction",0.45722108145106094,0,2
Sanai,Rose,Production Technician Ii,Production       ,0.065,Normal,"High Risk Role (Production), Low Satisfaction",0.7638603696098563,267,1
Luna,Arroyo,Production Technician Ii,Production       ,0.265,High Risk,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.5811088295687883,130,2
Lorelai,Hale,Production Technician Ii,Production       ,0.095,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.216974674880219,242,3
Darrell,Horne,Production Technician Ii,Production       ,0.0575,Normal,"High Risk Role (Production), Low Satisfaction",0.16700889801505817,0,1
Itzel,Nunez,Production Technician Ii,Production       ,0.2025,Normal,"High Risk Role (Production), Low Satisfaction",1.702943189596167,32,1
Serena,Lutz,Production Technician Ii,Production       ,0.0375,Normal,"High Risk Role (Production), Low Satisfaction",2.7789185489390826,68,2
Gwendolyn,Gray,Production Technician Ii,Production       ,0.05,Normal,"High Risk Role (Production), Training Failed",0.0,9,5
Khalil,Lee,Production Technician Ii,Production       ,0.1,Normal,"High Risk Role (Production), Training Failed",0.7967145790554415,23,5
Corinne,Navarro,Production Technician Ii,Production       ,0.035,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",2.6639288158795345,70,1
Meadow,Atkins,Production Technician Ii,Production       ,0.0525,Normal,High Risk Role (Production),1.2238193018480492,111,4
Jaden,Charles,Production Technician I,Production       ,0.095,Normal,"High Risk Role (Production), Low Satisfaction",0.45722108145106094,0,2
Blaine,Contreras,Production Technician I,Production       ,0.0575,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.0691307323750854,242,4
Kolten,Kim,Production Technician I,Production       ,0.105,Normal,High Risk Role (Production),1.7357973990417521,41,3
Erika,Mata,Production Technician I,Production       ,0.06,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.2792607802874745,0,5
Beau,Olsen,Production Technician I,Production       ,0.0625,Normal,High Risk Role (Production),1.9219712525667352,0,4
Kelly,Ellis,Production Technician I,Production       ,0.1075,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",3.2334017796030117,160,4
Nikhil,Rivas,Production Technician I,Production       ,0.0425,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",2.0561259411362083,125,1
Brady,Boyd,Production Technician I,Production       ,0.0625,Normal,High Risk Role (Production),1.1143052703627652,149,5
Angelina,Russell,Production Technician I,Production       ,0.0425,Normal,"High Risk Role (Production), Training Failed",0.4134154688569473,0,5
King,Garrison,Production Technician I,Production       ,0.0575,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.4517453798767965,72,4
Kale,Middleton,Production Technician I,Production       ,0.0625,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.863107460643395,0,1
Kailyn,Montgomery,Production Technician I,Production       ,0.075,Normal,"High Risk Role (Production), Training Failed",1.8781656399726214,95,5
Philip,Cobb,Production Technician I,Production       ,0.08,Normal,High Risk Role (Production),2.537987679671458,184,3
Bria,Spence,Production Technician Ii,Production       ,0.2025,Normal,"High Risk Role (Production), Training Failed",2.6776180698151952,0,4
Ellie,Holder,Production Technician Ii,Production       ,0.07,Normal,High Risk Role (Production),0.0,35,5
Denzel,Clark,Production Technician Ii,Production       ,0.265,High Risk,"High Risk Role (Production), Training Failed, Low Satisfaction",0.892539356605065,0,2
Sidney,Lewis,Production Technician Ii,Production       ,0.0475,Normal,High Risk Role (Production),1.212867898699521,0,3
Simon,Rivers,Production Technician Ii,Production       ,0.0325,Normal,"High Risk Role (Production), Low Satisfaction",1.0622861054072552,73,1
Branson,Schneider,Production Technician Ii,Production       ,0.05,Normal,High Risk Role (Production),0.6461327857631759,0,4
Maren,Whitehead,Production Technician Ii,Production       ,0.08,Normal,"High Risk Role (Production), Low Satisfaction",0.0,0,1
Gilbert,Hensley,Production Technician Ii,Production       ,0.045,Normal,High Risk Role (Production),0.0,0,4
Armani,Barker,Production Technician Ii,Production       ,0.1125,Normal,"High Risk Role (Production), Low Satisfaction",0.0,0,2
Tamia,Byrd,Production Technician Ii,Production       ,0.095,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.8767967145790556,288,2
Oliver,Richardson,Production Technician I,Production       ,0.0625,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.328542094455853,123,5
Nathalia,Larson,Production Technician I,Production       ,0.05,Normal,High Risk Role (Production),1.0841889117043122,60,5
Laurel,Chan,Production Technician I,Production       ,0.055,Normal,"High Risk Role (Production), Low Satisfaction",2.6830937713894594,110,1
Emilio,Daniel,Production Technician I,Production       ,0.0275,Normal,"High Risk Role (Production), Low Satisfaction",0.70362765229295,47,2
Ellie,Robbins,Production Technician I,Production       ,0.0575,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",0.4106776180698152,0,1
Vicente,Hansen,Production Technician I,Production       ,0.045,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",2.7871321013004793,0,1
Jordan,Kemp,Production Technician I,Production       ,0.0775,Normal,"High Risk Role (Production), Low Satisfaction",1.8699520876112252,145,2
Edith,Richard,Production Technician I,Production       ,0.125,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.2032854209445585,187,2
Dustin,Snow,Production Technician I,Production       ,0.065,Normal,"High Risk Role (Production), Low Satisfaction",2.1546885694729636,113,2
Layton,Goodwin,Production Technician I,Production       ,0.15,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.4414784394250515,0,4
Eliza,Munoz,Production Technician I,Production       ,0.0525,Normal,High Risk Role (Production),1.1800136892539357,0,4
Arianna,Durham,Production Technician I,Production       ,0.1175,Normal,High Risk Role (Production),2.9815195071868583,0,4
Lia,Orr,Production Technician I,Production       ,0.0275,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.4250513347022586,0,1
Ethan,Rhodes,Production Technician I,Production       ,0.1675,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.462696783025325,163,3
Alexis,Nielsen,Production Technician Ii,Production       ,0.0825,Normal,High Risk Role (Production),0.5256673511293635,273,4
Adalyn,Bass,Production Technician Ii,Production       ,0.0525,Normal,"High Risk Role (Production), Low Satisfaction",0.24093086926762491,0,1
Hadley,Benson,Production Technician Ii,Production       ,0.075,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.693360711841205,133,2
Carlee,Lang,Production Technician Ii,Production       ,0.07,Normal,"High Risk Role (Production), Training Failed",2.3983572895277208,0,3
Eli,Flores,Production Technician Ii,Production       ,0.1,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.19233401779603,0,5
Lyric,Solomon,Production Technician Ii,Production       ,0.065,Normal,High Risk Role (Production),0.019164955509924708,249,3
Jerome,Howard,Production Technician Ii,Production       ,0.04,Normal,High Risk Role (Production),0.0,33,4
Parker,Fritz,Production Technician Ii,Production       ,0.1,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.7316906228610542,0,1
Phillip,Fuentes,Production Technician Ii,Production       ,0.095,Normal,High Risk Role (Production),2.5489390828199863,129,4
Drake,Wiggins,Production Technician I,Production       ,0.0425,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.402464065708419,26,4
Lucy,Santos,Production Technician I,Production       ,0.035,Normal,"High Risk Role (Production), Low Satisfaction",0.32306639288158795,0,1
Valeria,Zavala,Production Technician I,Production       ,0.0275,Normal,"High Risk Role (Production), Low Satisfaction",0.31211498973305957,73,1
Nola,Sellers,Production Technician I,Production       ,0.0725,Normal,High Risk Role (Production),2.3737166324435317,163,4
Andre,Fields,Production Technician I,Production       ,0.05,Normal,High Risk Role (Production),2.735112936344969,239,4
Joel,Hanson,Production Technician I,Production       ,0.115,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.509924709103354,256,4
Tony,Mendoza,Production Technician I,Production       ,0.0425,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.540041067761807,0,5
Jacqueline,Black,Production Technician I,Production       ,0.045,Normal,"High Risk Role (Production), Low Satisfaction",0.0,0,1
Zain,Tanner,Production Technician I,Production       ,0.0275,Normal,"High Risk Role (Production), Training Failed",2.108145106091718,0,3
Richard,Deleon,Production Technician I,Production       ,0.1375,Normal,High Risk Role (Production),1.4428473648186173,0,4
Carmelo,Hayden,Production Technician I,Production       ,0.08,Normal,High Risk Role (Production),1.0759753593429158,160,3
Emilio,Pierce,Production Technician I,Production       ,0.24,High Risk,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",3.509924709103354,137,3
Emerson,Wood,Production Technician I,Production       ,0.04,Normal,"High Risk Role (Production), Low Satisfaction",2.1437371663244353,13,1
Abagail,Moran,Production Technician Ii,Production       ,0.0775,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.460643394934976,0,4
Nikhil,Cummings,Production Technician Ii,Production       ,0.055,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.780971937029432,123,2
Stanley,Bowen,Production Technician Ii,Production       ,0.0675,Normal,High Risk Role (Production),1.7193702943189597,258,4
Terrell,Hanna,Production Technician Ii,Production       ,0.0625,Normal,High Risk Role (Production),2.401095140314853,0,3
Dale,Mendoza,Production Technician Ii,Production       ,0.0575,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.14031485284052,0,2
Marcos,Carey,Production Technician Ii,Production       ,0.0475,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",4.161533196440794,0,2
Simeon,Pittman,Production Technician Ii,Production       ,0.0625,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.917864476386037,0,4
Jenna,Cochran,Production Technician Ii,Production       ,0.0675,Normal,"High Risk Role (Production), Low Satisfaction",2.4421629021218343,29,1
Tia,Kent,Production Technician I,Production       ,0.125,Normal,High Risk Role (Production),1.623545516769336,23,3
Chace,Farley,Production Technician I,Production       ,0.045,Normal,"High Risk Role (Production), Training Failed",1.1334702258726899,36,5
Leslie,Zamora,Production Technician I,Production       ,0.0375,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.1238877481177276,35,5
Chasity,Kennedy,Production Technician I,Production       ,0.05,Normal,"High Risk Role (Production), Training Failed",2.099931553730322,80,4
Makena,Benitez,Production Technician I,Production       ,0.08,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",4.032854209445585,120,2
Remington,Walton,Production Technician I,Production       ,0.0675,Normal,High Risk Role (Production),0.013689253935660506,100,3
Raina,Best,Production Technician I,Production       ,0.02,Normal,High Risk Role (Production),2.9815195071868583,0,5
Paulina,Henderson,Production Technician I,Production       ,0.0225,Normal,High Risk Role (Production),0.2929500342231348,129,5
Scarlett,Brooks,Production Technician I,Production       ,0.08,Normal,High Risk Role (Production),0.6406570841889117,91,3
Makhi,Kramer,Production Technician I,Production       ,0.1025,Normal,High Risk Role (Production),2.5927446954141,0,3
